citation,year,decision_label,n_issues,merits_grants,procedural_reopen_grants,denied,remanded,dismissed
21001778,2021,no_merits_grant,1,0,0,0,1,0
21001779,2021,merits_grant,4,1,0,0,2,1
21001780,2021,merits_grant,20,2,3,13,2,0
21001781,2021,fully_affirmed,5,0,0,5,0,0
21001782,2021,no_merits_grant,1,0,0,0,1,0
21001783,2021,no_merits_grant,5,0,0,0,5,0
21001784,2021,no_merits_grant,1,0,0,0,0,1
21001785,2021,no_merits_grant,2,0,0,0,0,2
21001786,2021,no_merits_grant,1,0,0,0,1,0
21001787,2021,no_merits_grant,1,0,0,0,0,1
21001788,2021,no_merits_grant,4,0,0,0,4,0
21001789,2021,fully_affirmed,1,0,0,1,0,0
21001790,2021,fully_affirmed,1,0,0,1,0,0
21001791,2021,no_merits_grant,1,0,0,0,1,0
21001792,2021,merits_grant,1,1,0,0,0,0
21001793,2021,no_merits_grant,4,0,0,0,0,4
21001794,2021,fully_affirmed,1,0,0,1,0,0
21001795,2021,no_merits_grant,1,0,0,0,1,0
21001796,2021,fully_affirmed,1,0,0,1,0,0
21001797,2021,no_merits_grant,2,0,0,0,2,0
21001798,2021,merits_grant,1,1,0,0,0,0
21001799,2021,merits_grant,14,1,0,2,11,0
21001800,2021,merits_grant,4,1,0,3,0,0
21001801,2021,merits_grant,6,3,0,0,2,1
21001802,2021,no_merits_grant,1,0,0,0,0,1
21001803,2021,no_merits_grant,3,0,0,0,3,0
21001804,2021,fully_affirmed,5,0,0,5,0,0
21001805,2021,no_merits_grant,3,0,0,1,2,0
21001806,2021,fully_affirmed,1,0,0,1,0,0
21001807,2021,merits_grant,3,1,0,0,2,0
21001808,2021,merits_grant,14,8,0,0,6,0
21001809,2021,no_merits_grant,1,0,0,0,1,0
21001810,2021,no_merits_grant,12,0,0,0,0,12
21001811,2021,no_merits_grant,1,0,0,0,1,0
21001812,2021,merits_grant,4,2,0,2,0,0
21001813,2021,merits_grant,4,3,0,1,0,0
21001814,2021,merits_grant,1,1,0,0,0,0
21001815,2021,no_merits_grant,4,0,0,0,4,0
21001816,2021,no_merits_grant,3,0,0,0,3,0
21001817,2021,no_merits_grant,3,0,0,0,3,0
21001818,2021,merits_grant,4,2,0,1,1,0
21001819,2021,fully_affirmed,5,0,0,5,0,0
21001820,2021,merits_grant,6,1,0,5,0,0
21001821,2021,no_merits_grant,21,0,0,0,0,21
21001822,2021,merits_grant,2,1,0,0,0,1
21001823,2021,merits_grant,1,1,0,0,0,0
21001824,2021,no_merits_grant,2,0,0,0,2,0
21001825,2021,no_merits_grant,2,0,0,1,1,0
21001826,2021,no_merits_grant,1,0,0,0,0,1
21001827,2021,no_merits_grant,1,0,0,0,1,0
21001828,2021,fully_affirmed,2,0,0,2,0,0
21001829,2021,merits_grant,6,1,0,1,4,0
21001830,2021,merits_grant,2,1,0,0,1,0
21001831,2021,merits_grant,3,1,0,2,0,0
21001832,2021,no_merits_grant,1,0,0,0,1,0
21001833,2021,fully_affirmed,2,0,0,2,0,0
21001834,2021,merits_grant,3,1,0,2,0,0
21001835,2021,no_merits_grant,2,0,0,1,1,0
21001836,2021,fully_affirmed,3,0,0,3,0,0
24001313,2024,fully_affirmed,3,0,0,3,0,0
21001837,2021,merits_grant,3,2,0,1,0,0
24001314,2024,no_merits_grant,4,0,0,0,4,0
24001315,2024,no_merits_grant,4,0,0,0,4,0
21001838,2021,merits_grant,3,2,0,1,0,0
24001316,2024,merits_grant,9,1,0,2,6,0
21001839,2021,no_merits_grant,2,0,0,0,2,0
24001317,2024,no_merits_grant,4,0,0,0,4,0
24001318,2024,merits_grant,2,1,0,0,0,1
24001319,2024,no_merits_grant,2,0,0,0,2,0
24001320,2024,no_merits_grant,2,0,0,0,2,0
21001840,2021,no_merits_grant,1,0,0,0,1,0
21001841,2021,no_merits_grant,1,0,0,0,1,0
21001842,2021,no_merits_grant,2,0,0,0,2,0
21001843,2021,no_merits_grant,1,0,0,0,1,0
21001844,2021,no_merits_grant,2,0,0,0,2,0
21001845,2021,no_disposition_parsed,0,0,0,0,0,0
21001846,2021,no_merits_grant,2,0,0,1,1,0
21001847,2021,no_merits_grant,1,0,0,0,1,0
21001848,2021,merits_grant,3,1,0,1,0,1
21001849,2021,no_merits_grant,2,0,0,0,2,0
21001850,2021,fully_affirmed,1,0,0,1,0,0
21001851,2021,merits_grant,5,2,0,3,0,0
21001852,2021,no_merits_grant,2,0,0,0,2,0
21001853,2021,no_merits_grant,2,0,0,1,1,0
21001854,2021,no_merits_grant,3,0,0,0,3,0
21001855,2021,merits_grant,4,1,0,2,1,0
21001856,2021,no_merits_grant,6,0,0,2,4,0
21001857,2021,fully_affirmed,2,0,0,2,0,0
21001858,2021,no_merits_grant,4,0,0,2,2,0
21001859,2021,no_merits_grant,3,0,0,1,2,0
21001860,2021,no_merits_grant,2,0,0,0,2,0
21001861,2021,merits_grant,3,1,0,2,0,0
21001862,2021,no_merits_grant,2,0,0,0,2,0
21001863,2021,no_merits_grant,2,0,0,1,1,0
21001864,2021,no_merits_grant,1,0,0,0,1,0
21001865,2021,no_merits_grant,1,0,0,0,1,0
21001866,2021,fully_affirmed,3,0,0,3,0,0
21001868,2021,no_merits_grant,2,0,0,0,0,2
21001869,2021,no_merits_grant,4,0,0,0,4,0
21001870,2021,no_merits_grant,1,0,0,0,1,0
21001871,2021,no_merits_grant,1,0,0,0,0,1
21001872,2021,merits_grant,3,2,0,1,0,0
21001873,2021,no_merits_grant,1,0,0,0,1,0
21001874,2021,fully_affirmed,2,0,0,2,0,0
21001875,2021,merits_grant,3,2,0,1,0,0
21001876,2021,no_merits_grant,1,0,0,0,0,1
21001877,2021,merits_grant,4,3,0,1,0,0
21001878,2021,no_merits_grant,6,0,0,0,6,0
21001879,2021,fully_affirmed,1,0,0,1,0,0
21001880,2021,no_merits_grant,3,0,0,0,3,0
21001881,2021,no_merits_grant,1,0,0,0,0,1
21001882,2021,fully_affirmed,1,0,0,1,0,0
21001883,2021,no_merits_grant,10,0,0,0,10,0
21001884,2021,no_merits_grant,4,0,0,0,4,0
21001885,2021,no_merits_grant,1,0,0,0,1,0
21001886,2021,no_merits_grant,6,0,0,2,4,0
21001887,2021,no_merits_grant,10,0,0,0,10,0
21001888,2021,fully_affirmed,1,0,0,1,0,0
21001889,2021,merits_grant,4,1,0,0,3,0
21001890,2021,no_merits_grant,2,0,0,0,2,0
21001891,2021,fully_affirmed,1,0,0,1,0,0
21001892,2021,no_merits_grant,1,0,0,0,1,0
21001893,2021,merits_grant,2,2,0,0,0,0
21001894,2021,no_merits_grant,2,0,1,0,1,0
21001895,2021,no_merits_grant,1,0,0,0,1,0
21001896,2021,no_merits_grant,2,0,0,0,0,2
24001321,2024,no_merits_grant,1,0,0,0,1,0
24001322,2024,fully_affirmed,2,0,0,2,0,0
24001323,2024,no_merits_grant,6,0,0,0,6,0
24001324,2024,fully_affirmed,2,0,0,2,0,0
24001325,2024,merits_grant,1,1,0,0,0,0
24001326,2024,no_disposition_parsed,0,0,0,0,0,0
24001327,2024,no_merits_grant,9,0,0,0,9,0
24001328,2024,merits_grant,4,1,0,3,0,0
24001329,2024,fully_affirmed,3,0,0,3,0,0
24001330,2024,merits_grant,2,1,0,1,0,0
24001331,2024,no_merits_grant,1,0,0,0,1,0
24001332,2024,no_merits_grant,9,0,0,0,9,0
24001333,2024,no_merits_grant,3,0,0,1,2,0
24001334,2024,merits_grant,4,4,0,0,0,0
24001335,2024,no_merits_grant,2,0,0,0,2,0
24001336,2024,merits_grant,2,1,1,0,0,0
24001337,2024,merits_grant,5,2,0,3,0,0
24001338,2024,no_merits_grant,1,0,0,0,1,0
24001339,2024,no_merits_grant,1,0,0,0,1,0
24001340,2024,fully_affirmed,1,0,0,1,0,0
24001341,2024,no_merits_grant,3,0,0,0,3,0
24001342,2024,no_merits_grant,1,0,0,0,1,0
24001343,2024,no_merits_grant,2,0,0,0,2,0
24001344,2024,no_merits_grant,1,0,0,0,1,0
24001345,2024,no_merits_grant,4,0,0,3,1,0
24001346,2024,merits_grant,4,2,0,0,2,0
24001347,2024,no_merits_grant,1,0,0,0,1,0
24001348,2024,merits_grant,3,2,0,1,0,0
24001349,2024,fully_affirmed,3,0,0,3,0,0
24001350,2024,no_merits_grant,2,0,0,0,2,0
24001351,2024,merits_grant,3,1,0,0,2,0
24001352,2024,merits_grant,2,1,0,0,0,1
24001353,2024,no_merits_grant,1,0,0,0,0,1
24001354,2024,fully_affirmed,1,0,0,1,0,0
24001355,2024,no_merits_grant,5,0,0,0,5,0
24001356,2024,merits_grant,4,1,0,0,3,0
24001357,2024,fully_affirmed,1,0,0,1,0,0
24001358,2024,no_merits_grant,1,0,0,0,1,0
24001359,2024,fully_affirmed,1,0,0,1,0,0
24001360,2024,no_merits_grant,3,0,0,0,3,0
24001361,2024,no_merits_grant,10,0,0,0,10,0
24001362,2024,no_merits_grant,4,0,0,0,4,0
24001363,2024,no_merits_grant,1,0,0,0,1,0
24001364,2024,fully_affirmed,1,0,0,1,0,0
24001365,2024,merits_grant,2,1,0,0,1,0
24001366,2024,merits_grant,5,2,0,0,3,0
24001367,2024,fully_affirmed,1,0,0,1,0,0
24001368,2024,no_merits_grant,8,0,0,4,4,0
24001369,2024,merits_grant,2,2,0,0,0,0
24001370,2024,no_merits_grant,1,0,0,0,1,0
24001371,2024,no_merits_grant,1,0,0,0,1,0
24001372,2024,no_merits_grant,2,0,0,0,2,0
24001373,2024,no_merits_grant,2,0,0,1,0,1
24001374,2024,merits_grant,1,1,0,0,0,0
24001375,2024,fully_affirmed,1,0,0,1,0,0
24001376,2024,no_disposition_parsed,0,0,0,0,0,0
24001377,2024,no_merits_grant,5,0,0,0,5,0
24001378,2024,merits_grant,8,1,0,2,5,0
24001379,2024,merits_grant,4,1,0,0,3,0
24001380,2024,no_merits_grant,3,0,0,0,3,0
24001381,2024,fully_affirmed,1,0,0,1,0,0
24001382,2024,no_merits_grant,2,0,0,0,2,0
24001383,2024,no_merits_grant,13,0,0,3,10,0
24001384,2024,fully_affirmed,1,0,0,1,0,0
24001385,2024,no_merits_grant,4,0,1,1,2,0
24001386,2024,no_merits_grant,3,0,0,0,3,0
24001387,2024,no_merits_grant,2,0,0,0,2,0
24001388,2024,merits_grant,8,3,0,5,0,0
24001389,2024,no_merits_grant,1,0,0,0,1,0
24001390,2024,fully_affirmed,3,0,0,3,0,0
24001391,2024,no_merits_grant,1,0,0,0,1,0
24001392,2024,no_merits_grant,1,0,0,0,1,0
24001393,2024,merits_grant,1,1,0,0,0,0
24001394,2024,fully_affirmed,3,0,0,3,0,0
24001396,2024,no_merits_grant,1,0,0,0,1,0
24001397,2024,merits_grant,3,1,0,0,2,0
24001398,2024,no_merits_grant,6,0,0,0,6,0
24001399,2024,no_merits_grant,16,0,0,0,16,0
24001400,2024,no_merits_grant,1,0,0,0,1,0
24001401,2024,merits_grant,2,2,0,0,0,0
24001402,2024,no_merits_grant,3,0,0,0,3,0
24001403,2024,no_merits_grant,3,0,0,0,2,1
24001404,2024,no_merits_grant,1,0,0,0,1,0
24001405,2024,no_merits_grant,1,0,0,0,1,0
24001406,2024,no_merits_grant,2,0,0,1,1,0
24001407,2024,no_merits_grant,7,0,0,1,6,0
24001408,2024,merits_grant,1,1,0,0,0,0
24001409,2024,fully_affirmed,2,0,0,2,0,0
24001410,2024,no_merits_grant,13,0,0,3,10,0
24001411,2024,fully_affirmed,3,0,0,3,0,0
24001412,2024,merits_grant,6,2,0,0,4,0
24001413,2024,no_merits_grant,1,0,0,0,1,0
24001414,2024,merits_grant,1,1,0,0,0,0
24001415,2024,fully_affirmed,4,0,0,4,0,0
24001416,2024,no_merits_grant,1,0,0,0,1,0
24001417,2024,no_merits_grant,2,0,0,0,2,0
24001418,2024,merits_grant,1,1,0,0,0,0
24001419,2024,no_merits_grant,1,0,0,0,1,0
24001420,2024,no_merits_grant,6,0,0,1,5,0
24001421,2024,fully_affirmed,1,0,0,1,0,0
24001422,2024,no_disposition_parsed,0,0,0,0,0,0
24001423,2024,merits_grant,11,1,0,7,3,0
24001424,2024,no_merits_grant,8,0,0,3,5,0
24001425,2024,merits_grant,1,1,0,0,0,0
24001426,2024,merits_grant,2,1,0,1,0,0
24001427,2024,no_merits_grant,1,0,0,0,1,0
24001428,2024,merits_grant,9,2,0,2,5,0
24001429,2024,no_merits_grant,1,0,0,0,1,0
24001430,2024,merits_grant,6,2,2,0,2,0
24001431,2024,merits_grant,1,1,0,0,0,0
24001432,2024,merits_grant,3,1,0,2,0,0
24001433,2024,merits_grant,5,2,0,3,0,0
24001434,2024,no_merits_grant,1,0,0,0,1,0
24001435,2024,fully_affirmed,1,0,0,1,0,0
24001436,2024,fully_affirmed,1,0,0,1,0,0
24001437,2024,fully_affirmed,1,0,0,1,0,0
24001438,2024,merits_grant,19,3,0,16,0,0
24001439,2024,no_merits_grant,2,0,0,0,2,0
24001440,2024,no_merits_grant,10,0,0,6,4,0
24001441,2024,merits_grant,3,2,0,1,0,0
24001442,2024,no_merits_grant,2,0,0,0,2,0
24001443,2024,merits_grant,4,1,0,3,0,0
24001444,2024,no_merits_grant,2,0,0,0,2,0
24001445,2024,no_merits_grant,4,0,0,0,4,0
24001446,2024,merits_grant,4,1,0,0,3,0
24001447,2024,fully_affirmed,1,0,0,1,0,0
24001448,2024,merits_grant,1,1,0,0,0,0
24001449,2024,no_merits_grant,1,0,0,0,1,0
24001450,2024,merits_grant,3,1,0,0,2,0
24001451,2024,no_merits_grant,4,0,0,0,4,0
24001452,2024,no_merits_grant,2,0,0,0,2,0
24001453,2024,fully_affirmed,1,0,0,1,0,0
24001454,2024,no_merits_grant,2,0,0,0,2,0
24001455,2024,no_merits_grant,2,0,0,0,1,1
24001456,2024,merits_grant,1,1,0,0,0,0
24001457,2024,fully_affirmed,1,0,0,1,0,0
24001458,2024,merits_grant,11,4,0,6,1,0
24001459,2024,merits_grant,5,1,0,0,4,0
24001460,2024,no_merits_grant,1,0,0,0,1,0
24001461,2024,no_merits_grant,1,0,0,0,1,0
24001462,2024,no_merits_grant,1,0,0,0,1,0
24001463,2024,no_merits_grant,1,0,0,0,1,0
24001464,2024,merits_grant,8,3,0,3,2,0
24001465,2024,no_merits_grant,1,0,0,0,1,0
24001466,2024,fully_affirmed,1,0,0,1,0,0
24001467,2024,no_merits_grant,5,0,0,2,3,0
24001468,2024,no_merits_grant,2,0,0,0,2,0
24001469,2024,no_merits_grant,2,0,0,1,1,0
24001470,2024,no_merits_grant,1,0,0,0,0,1
24001471,2024,merits_grant,8,1,1,0,5,1
24001472,2024,fully_affirmed,5,0,0,5,0,0
24001473,2024,merits_grant,2,2,0,0,0,0
24001474,2024,no_merits_grant,1,0,0,0,0,1
24001475,2024,merits_grant,5,2,0,1,2,0
24001476,2024,merits_grant,1,1,0,0,0,0
24001477,2024,no_merits_grant,2,0,0,0,2,0
24001478,2024,merits_grant,4,1,0,0,3,0
24001479,2024,merits_grant,1,1,0,0,0,0
24001480,2024,fully_affirmed,2,0,0,2,0,0
24001481,2024,no_merits_grant,2,0,0,0,0,2
24001482,2024,merits_grant,2,1,0,0,1,0
24001483,2024,fully_affirmed,1,0,0,1,0,0
24001484,2024,merits_grant,3,1,0,1,1,0
24001485,2024,fully_affirmed,1,0,0,1,0,0
24001486,2024,merits_grant,3,1,0,2,0,0
24001487,2024,no_merits_grant,3,0,0,0,0,3
24001488,2024,no_merits_grant,1,0,0,0,0,1
24001489,2024,no_merits_grant,16,0,0,0,16,0
24001490,2024,merits_grant,9,4,0,2,2,1
24001491,2024,merits_grant,3,2,0,1,0,0
24001492,2024,no_merits_grant,1,0,0,0,0,1
24001493,2024,merits_grant,1,1,0,0,0,0
24001494,2024,no_merits_grant,1,0,0,0,1,0
24001495,2024,no_merits_grant,1,0,0,0,1,0
24001496,2024,no_merits_grant,1,0,0,0,1,0
24001497,2024,no_merits_grant,2,0,0,0,2,0
24001498,2024,fully_affirmed,1,0,0,1,0,0
24001499,2024,no_merits_grant,1,0,0,0,1,0
24001500,2024,no_merits_grant,1,0,0,0,1,0
24001501,2024,merits_grant,9,3,0,3,2,1
24001502,2024,merits_grant,1,1,0,0,0,0
24001503,2024,fully_affirmed,1,0,0,1,0,0
24001504,2024,no_merits_grant,8,0,0,0,8,0
24001505,2024,no_merits_grant,2,0,0,0,2,0
24001506,2024,no_merits_grant,1,0,0,0,1,0
24001507,2024,no_merits_grant,1,0,0,0,1,0
24001508,2024,fully_affirmed,1,0,0,1,0,0
24001509,2024,no_merits_grant,3,0,0,1,2,0
24001510,2024,no_merits_grant,1,0,0,0,1,0
24001511,2024,no_merits_grant,5,0,0,0,3,2
24001512,2024,merits_grant,2,1,0,1,0,0
24001513,2024,no_merits_grant,1,0,0,0,1,0
24001514,2024,no_merits_grant,4,0,0,1,3,0
24001515,2024,merits_grant,2,1,0,1,0,0
24001516,2024,no_merits_grant,3,0,0,0,3,0
24001517,2024,fully_affirmed,1,0,0,1,0,0
24001518,2024,no_merits_grant,2,0,0,0,0,2
24001519,2024,fully_affirmed,1,0,0,1,0,0
24001520,2024,no_merits_grant,1,0,0,0,1,0
24001521,2024,no_merits_grant,3,0,0,0,3,0
24001522,2024,merits_grant,3,3,0,0,0,0
24001523,2024,merits_grant,3,3,0,0,0,0
24001524,2024,fully_affirmed,2,0,0,2,0,0
24001525,2024,fully_affirmed,2,0,0,2,0,0
24001526,2024,no_merits_grant,1,0,0,0,1,0
24001527,2024,fully_affirmed,3,0,0,3,0,0
24001528,2024,merits_grant,1,1,0,0,0,0
24001529,2024,merits_grant,3,3,0,0,0,0
24001530,2024,no_merits_grant,1,0,0,0,1,0
24001531,2024,no_merits_grant,6,0,0,0,6,0
24001532,2024,no_merits_grant,2,0,0,0,2,0
24001533,2024,fully_affirmed,1,0,0,1,0,0
24001534,2024,merits_grant,1,1,0,0,0,0
24001535,2024,no_merits_grant,1,0,0,0,1,0
24001536,2024,merits_grant,3,1,0,1,1,0
24001537,2024,merits_grant,3,1,0,0,2,0
24001538,2024,no_merits_grant,1,0,0,0,1,0
24001539,2024,no_merits_grant,12,0,0,2,10,0
24001540,2024,no_merits_grant,1,0,0,0,1,0
24001541,2024,merits_grant,6,3,0,3,0,0
24001542,2024,no_merits_grant,4,0,0,0,4,0
24001543,2024,fully_affirmed,1,0,0,1,0,0
24001544,2024,no_merits_grant,1,0,0,0,1,0
24001545,2024,no_merits_grant,3,0,0,0,3,0
24001546,2024,fully_affirmed,1,0,0,1,0,0
24001547,2024,no_merits_grant,6,0,0,0,6,0
24001548,2024,no_merits_grant,2,0,0,0,2,0
24001549,2024,merits_grant,4,2,0,0,2,0
24001550,2024,merits_grant,6,3,2,0,1,0
24001551,2024,no_merits_grant,9,0,0,0,9,0
24001552,2024,merits_grant,3,2,0,0,1,0
24001553,2024,merits_grant,9,2,0,4,3,0
24001554,2024,no_merits_grant,2,0,1,0,1,0
24001555,2024,no_merits_grant,1,0,0,0,1,0
24001556,2024,merits_grant,10,1,1,0,8,0
24001557,2024,no_merits_grant,1,0,0,0,1,0
24001558,2024,no_merits_grant,2,0,0,1,1,0
24001559,2024,no_merits_grant,2,0,0,0,2,0
24001560,2024,merits_grant,13,5,0,4,4,0
24001561,2024,no_merits_grant,2,0,0,0,2,0
24001562,2024,no_merits_grant,13,0,0,1,12,0
24001563,2024,no_merits_grant,1,0,0,0,1,0
24001564,2024,merits_grant,4,1,0,0,3,0
24001565,2024,no_merits_grant,5,0,0,1,4,0
24001566,2024,merits_grant,6,5,0,1,0,0
24001567,2024,no_merits_grant,1,0,0,0,1,0
24001568,2024,no_merits_grant,1,0,0,0,0,1
24001569,2024,merits_grant,9,2,0,0,7,0
24001570,2024,fully_affirmed,1,0,0,1,0,0
24001571,2024,merits_grant,11,2,0,9,0,0
24001572,2024,merits_grant,7,1,0,0,6,0
24001573,2024,fully_affirmed,1,0,0,1,0,0
24001574,2024,merits_grant,6,1,0,1,4,0
24001575,2024,merits_grant,12,2,0,1,9,0
24001576,2024,merits_grant,1,1,0,0,0,0
24001577,2024,no_merits_grant,16,0,0,0,4,12
24001578,2024,no_merits_grant,4,0,0,0,4,0
24001579,2024,no_merits_grant,2,0,0,0,2,0
24001580,2024,no_merits_grant,1,0,0,0,1,0
24001581,2024,no_merits_grant,2,0,0,0,2,0
24001582,2024,merits_grant,6,1,0,5,0,0
24001583,2024,fully_affirmed,1,0,0,1,0,0
24001584,2024,merits_grant,2,2,0,0,0,0
24001585,2024,merits_grant,1,1,0,0,0,0
24001586,2024,no_disposition_parsed,0,0,0,0,0,0
24001587,2024,fully_affirmed,1,0,0,1,0,0
24001588,2024,no_merits_grant,1,0,0,0,1,0
24001589,2024,no_merits_grant,1,0,0,0,1,0
24001590,2024,merits_grant,4,1,0,2,1,0
24001591,2024,fully_affirmed,1,0,0,1,0,0
24001592,2024,no_merits_grant,1,0,0,0,1,0
24001593,2024,merits_grant,3,1,0,2,0,0
24001594,2024,no_merits_grant,2,0,0,0,2,0
24001595,2024,no_merits_grant,5,0,0,0,5,0
24001596,2024,fully_affirmed,1,0,0,1,0,0
24001597,2024,no_merits_grant,2,0,0,0,2,0
24001598,2024,no_merits_grant,2,0,0,1,1,0
24001599,2024,no_merits_grant,1,0,0,0,0,1
24001600,2024,no_merits_grant,1,0,0,0,1,0
24001601,2024,merits_grant,1,1,0,0,0,0
24001602,2024,no_merits_grant,2,0,0,0,2,0
24001603,2024,merits_grant,8,2,0,1,4,1
24001604,2024,no_merits_grant,4,0,0,2,2,0
24001605,2024,merits_grant,4,1,0,0,3,0
24001606,2024,no_merits_grant,2,0,0,0,2,0
24001607,2024,no_merits_grant,6,0,0,4,2,0
24001608,2024,merits_grant,5,1,0,4,0,0
24001609,2024,no_merits_grant,3,0,0,0,3,0
24001610,2024,no_merits_grant,1,0,0,0,1,0
24001611,2024,no_merits_grant,5,0,0,0,5,0
24001612,2024,no_merits_grant,1,0,0,0,1,0
24001613,2024,merits_grant,2,1,1,0,0,0
24001614,2024,merits_grant,14,2,0,9,3,0
24001615,2024,merits_grant,2,1,0,0,1,0
24001616,2024,merits_grant,1,1,0,0,0,0
24001617,2024,merits_grant,6,1,0,0,5,0
24001618,2024,no_merits_grant,2,0,0,0,2,0
24001619,2024,no_merits_grant,1,0,0,0,1,0
24001620,2024,fully_affirmed,1,0,0,1,0,0
24001621,2024,fully_affirmed,1,0,0,1,0,0
24001622,2024,fully_affirmed,1,0,0,1,0,0
24001623,2024,fully_affirmed,3,0,0,3,0,0
24001624,2024,merits_grant,2,1,0,0,1,0
24001625,2024,no_merits_grant,7,0,0,0,5,2
24001626,2024,no_merits_grant,5,0,0,0,5,0
24001627,2024,fully_affirmed,4,0,0,4,0,0
24001628,2024,fully_affirmed,1,0,0,1,0,0
24001629,2024,merits_grant,4,2,0,0,1,1
24001630,2024,no_merits_grant,2,0,0,0,2,0
24001631,2024,merits_grant,15,1,0,3,11,0
24001632,2024,no_merits_grant,6,0,0,1,5,0
24001633,2024,merits_grant,7,1,0,2,4,0
24001634,2024,no_merits_grant,2,0,0,0,2,0
24001635,2024,merits_grant,7,1,0,6,0,0
24001636,2024,no_merits_grant,5,0,0,0,5,0
24001637,2024,no_merits_grant,3,0,0,0,3,0
24001638,2024,no_merits_grant,5,0,0,0,5,0
24001639,2024,merits_grant,3,1,0,0,2,0
24001640,2024,no_merits_grant,5,0,0,4,1,0
24001641,2024,merits_grant,12,1,0,0,11,0
24001642,2024,no_merits_grant,12,0,0,6,6,0
24001643,2024,no_merits_grant,1,0,0,0,1,0
24001644,2024,no_merits_grant,3,0,0,0,3,0
24001645,2024,merits_grant,3,1,0,2,0,0
24001646,2024,fully_affirmed,2,0,0,2,0,0
24001647,2024,merits_grant,2,2,0,0,0,0
24001648,2024,no_merits_grant,4,0,0,0,4,0
24001649,2024,fully_affirmed,1,0,0,1,0,0
24001650,2024,no_merits_grant,2,0,0,0,2,0
24001651,2024,no_merits_grant,4,0,0,0,4,0
24001652,2024,merits_grant,3,2,0,0,1,0
24001653,2024,merits_grant,7,2,0,5,0,0
24001655,2024,no_merits_grant,3,0,0,0,3,0
24001656,2024,no_merits_grant,11,0,2,0,9,0
24001657,2024,no_merits_grant,1,0,0,0,1,0
24001658,2024,no_merits_grant,1,0,0,0,1,0
24001659,2024,no_merits_grant,1,0,0,0,0,1
24001660,2024,merits_grant,1,1,0,0,0,0
24001661,2024,merits_grant,3,1,0,2,0,0
24001662,2024,no_merits_grant,14,0,2,0,12,0
24001663,2024,no_merits_grant,2,0,0,1,1,0
24001664,2024,no_merits_grant,3,0,0,0,3,0
24001665,2024,no_merits_grant,3,0,0,1,2,0
24001666,2024,no_merits_grant,1,0,0,0,1,0
24001667,2024,no_merits_grant,1,0,0,0,1,0
24001668,2024,no_merits_grant,5,0,0,0,5,0
24001669,2024,fully_affirmed,1,0,0,1,0,0
24001670,2024,no_merits_grant,1,0,0,0,1,0
24001671,2024,fully_affirmed,1,0,0,1,0,0
24001672,2024,no_merits_grant,1,0,0,0,1,0
24001673,2024,fully_affirmed,1,0,0,1,0,0
24001674,2024,merits_grant,1,1,0,0,0,0
24001675,2024,merits_grant,4,1,0,0,3,0
24001676,2024,no_merits_grant,1,0,0,0,1,0
24001677,2024,no_merits_grant,1,0,0,0,1,0
24001678,2024,merits_grant,1,1,0,0,0,0
24001679,2024,merits_grant,14,3,0,10,1,0
24001680,2024,no_merits_grant,1,0,0,0,1,0
24001681,2024,no_merits_grant,11,0,0,0,11,0
24001682,2024,no_merits_grant,1,0,0,0,1,0
24001683,2024,no_merits_grant,1,0,0,0,1,0
24001684,2024,no_merits_grant,1,0,0,0,1,0
24001685,2024,no_merits_grant,1,0,0,0,1,0
24001686,2024,fully_affirmed,4,0,0,4,0,0
24001687,2024,no_merits_grant,11,0,0,0,11,0
24001688,2024,no_merits_grant,12,0,4,0,7,1
24001689,2024,no_merits_grant,1,0,0,0,1,0
24001690,2024,no_merits_grant,2,0,0,1,0,1
24001691,2024,merits_grant,5,1,0,0,0,4
24001692,2024,no_merits_grant,1,0,0,0,1,0
24001693,2024,no_merits_grant,1,0,0,0,1,0
24001694,2024,fully_affirmed,1,0,0,1,0,0
24001695,2024,no_merits_grant,3,0,1,0,2,0
24001696,2024,merits_grant,3,1,0,1,1,0
24001697,2024,no_merits_grant,1,0,0,0,1,0
24001698,2024,no_merits_grant,1,0,0,0,1,0
24001699,2024,no_merits_grant,1,0,0,0,1,0
24001700,2024,fully_affirmed,1,0,0,1,0,0
24001701,2024,fully_affirmed,2,0,0,2,0,0
24001702,2024,no_merits_grant,1,0,0,0,1,0
24001703,2024,no_merits_grant,5,0,0,0,5,0
24001704,2024,fully_affirmed,2,0,0,2,0,0
24001705,2024,no_merits_grant,2,0,0,1,1,0
24001706,2024,no_merits_grant,4,0,0,1,3,0
24001707,2024,no_merits_grant,2,0,0,0,0,2
24001708,2024,no_merits_grant,1,0,0,0,1,0
24001709,2024,no_merits_grant,1,0,0,0,0,1
24001710,2024,fully_affirmed,1,0,0,1,0,0
24001711,2024,no_merits_grant,7,0,0,0,7,0
24001712,2024,no_merits_grant,2,0,0,0,2,0
24001713,2024,no_merits_grant,1,0,0,0,1,0
24001714,2024,no_merits_grant,1,0,0,0,1,0
24001715,2024,merits_grant,2,1,0,0,1,0
24001716,2024,no_merits_grant,4,0,0,0,4,0
24001717,2024,no_merits_grant,2,0,0,0,2,0
24001718,2024,fully_affirmed,1,0,0,1,0,0
24001719,2024,fully_affirmed,1,0,0,1,0,0
24001720,2024,no_merits_grant,1,0,0,0,1,0
24001721,2024,no_merits_grant,2,0,0,0,2,0
24001722,2024,fully_affirmed,1,0,0,1,0,0
24001723,2024,no_merits_grant,2,0,0,0,2,0
